week,title,turn,date,rating
2026-29,기쁜 우리 좋은 날,60,06.23.,9.9
2026-29,기쁜 우리 좋은 날,61,06.24.,10.2
2026-29,기쁜 우리 좋은 날,62,06.25.,11.3
2026-29,기쁜 우리 좋은 날,63,06.26.,9.7
2026-29,기쁜 우리 좋은 날,64,06.29.,11.0
2026-29,기쁜 우리 좋은 날,65,06.30.,10.3
2026-29,기쁜 우리 좋은 날,66,07.01.,10.3
2026-29,기쁜 우리 좋은 날,67,07.02.,10.8
2026-29,기쁜 우리 좋은 날,68,07.03.,10.0
2026-29,기쁜 우리 좋은 날,69,07.06.,11.1
2026-29,기쁜 우리 좋은 날,70,07.07.,10.6
2026-29,기쁜 우리 좋은 날,71,07.08.,10.5
2026-29,기쁜 우리 좋은 날,72,07.09.,11.2
2026-29,기쁜 우리 좋은 날,73,07.10.,10.9
2026-29,붉은 진주,53,05.20.,7.0
2026-29,붉은 진주,54,05.21.,7.0
2026-29,붉은 진주,55,05.25.,7.3
2026-29,붉은 진주,56,05.26.,7.7
2026-29,붉은 진주,57,05.27.,7.1
2026-29,붉은 진주,58,05.28.,6.8
2026-29,붉은 진주,59,06.01.,7.2
2026-29,붉은 진주,60,06.02.,7.9
2026-29,붉은 진주,61,06.03.,6.1
2026-29,붉은 진주,62,06.04.,7.3
2026-29,붉은 진주,63,06.08.,7.2
2026-29,붉은 진주,64,06.09.,7.3
2026-29,붉은 진주,65,06.10.,6.5
2026-29,붉은 진주,66,06.11.,7.5
2026-29,붉은 진주,67,06.15.,7.3
2026-29,붉은 진주,68,06.16.,7.2
2026-29,붉은 진주,69,06.17.,7.2
2026-29,붉은 진주,70,06.18.,7.2
2026-29,붉은 진주,71,06.22.,7.2
2026-29,붉은 진주,72,06.23.,7.3
2026-29,붉은 진주,73,06.24.,7.2
2026-29,붉은 진주,74,06.29.,7.0
2026-29,붉은 진주,75,06.30.,7.7
2026-29,붉은 진주,76,07.01.,7.6
2026-29,붉은 진주,77,07.02.,6.8
2026-29,붉은 진주,78,07.06.,7.3
2026-29,붉은 진주,79,07.07.,7.2
2026-29,붉은 진주,80,07.08.,7.8
2026-29,붉은 진주,81,07.09.,7.8
2026-29,붉은 진주,82,07.10.,7.7
2026-29,결혼의 완성,1,07.04.,4.4
2026-29,결혼의 완성,2,07.05.,6.4
2026-29,결혼의 완성,3,07.11.,5.3
2026-29,결혼의 완성,4,07.12.,7.2
2026-29,가족관계증명서,1,07.06.,4.3
2026-29,가족관계증명서,2,07.07.,3.9
2026-29,가족관계증명서,3,07.08.,4.3
2026-29,가족관계증명서,4,07.09.,4.3
2026-29,가족관계증명서,5,07.10.,4.1
2026-29,아파트,1,07.11.,4.6
2026-29,아파트,2,07.12.,5.4
2026-29,닥터 섬보이,1,06.01.,4.0
2026-29,닥터 섬보이,2,06.02.,5.0
2026-29,닥터 섬보이,3,06.08.,5.1
2026-29,닥터 섬보이,4,06.09.,5.2
2026-29,닥터 섬보이,5,06.15.,5.0
2026-29,닥터 섬보이,6,06.16.,5.1
2026-29,닥터 섬보이,7,06.22.,4.0
2026-29,닥터 섬보이,8,06.23.,4.8
2026-29,닥터 섬보이,9,06.29.,4.5
2026-29,닥터 섬보이,10,06.30.,4.8
2026-29,닥터 섬보이,11,07.06.,4.9
2026-29,닥터 섬보이,12,07.07.,5.9
2026-29,내일도 출근!,1,06.22.,4.8
2026-29,내일도 출근!,2,06.23.,4.4
2026-29,내일도 출근!,3,06.29.,4.5
2026-29,내일도 출근!,4,06.30.,4.5
2026-29,내일도 출근!,5,07.06.,4.8
2026-29,내일도 출근!,6,07.07.,4.3
