week,title,turn,date,rating
2026-24,기쁜 우리 좋은 날,27,05.05.,9.5
2026-24,기쁜 우리 좋은 날,28,05.06.,9.7
2026-24,기쁜 우리 좋은 날,29,05.07.,9.6
2026-24,기쁜 우리 좋은 날,30,05.08.,8.9
2026-24,기쁜 우리 좋은 날,31,05.11.,10.3
2026-24,기쁜 우리 좋은 날,32,05.12.,9.3
2026-24,기쁜 우리 좋은 날,33,05.13.,9.0
2026-24,기쁜 우리 좋은 날,34,05.14.,9.7
2026-24,기쁜 우리 좋은 날,35,05.15.,8.5
2026-24,기쁜 우리 좋은 날,36,05.18.,10.2
2026-24,기쁜 우리 좋은 날,37,05.19.,9.7
2026-24,기쁜 우리 좋은 날,38,05.21.,10.7
2026-24,기쁜 우리 좋은 날,39,05.22.,8.3
2026-24,기쁜 우리 좋은 날,40,05.25.,10.7
2026-24,기쁜 우리 좋은 날,41,05.26.,10.3
2026-24,기쁜 우리 좋은 날,42,05.27.,9.6
2026-24,기쁜 우리 좋은 날,43,05.28.,9.8
2026-24,기쁜 우리 좋은 날,44,05.29.,9.1
2026-24,기쁜 우리 좋은 날,45,06.01.,10.2
2026-24,기쁜 우리 좋은 날,46,06.02.,9.5
2026-24,기쁜 우리 좋은 날,47,06.04.,10.2
2026-24,기쁜 우리 좋은 날,48,06.05.,9.4
2026-24,멋진 신세계,1,05.08.,4.1
2026-24,멋진 신세계,2,05.09.,5.4
2026-24,멋진 신세계,3,05.15.,5.8
2026-24,멋진 신세계,4,05.16.,6.0
2026-24,멋진 신세계,5,05.22.,9.5
2026-24,멋진 신세계,6,05.23.,10.3
2026-24,멋진 신세계,7,05.29.,9.4
2026-24,멋진 신세계,8,05.30.,10.4
2026-24,멋진 신세계,9,06.05.,9.5
2026-24,멋진 신세계,10,06.06.,9.9
2026-24,붉은 진주,33,04.15.,7.2
2026-24,붉은 진주,34,04.16.,6.7
2026-24,붉은 진주,35,04.20.,7.5
2026-24,붉은 진주,36,04.21.,7.5
2026-24,붉은 진주,37,04.22.,7.2
2026-24,붉은 진주,38,04.23.,7.3
2026-24,붉은 진주,39,04.27.,7.7
2026-24,붉은 진주,40,04.28.,8.0
2026-24,붉은 진주,41,04.29.,7.1
2026-24,붉은 진주,42,04.30.,7.1
2026-24,붉은 진주,43,05.04.,6.6
2026-24,붉은 진주,44,05.05.,7.4
2026-24,붉은 진주,45,05.06.,7.3
2026-24,붉은 진주,46,05.07.,7.2
2026-24,붉은 진주,47,05.11.,7.1
2026-24,붉은 진주,48,05.12.,7.1
2026-24,붉은 진주,49,05.13.,6.7
2026-24,붉은 진주,50,05.14.,7.3
2026-24,붉은 진주,51,05.18.,7.1
2026-24,붉은 진주,52,05.19.,7.0
2026-24,붉은 진주,53,05.20.,7.0
2026-24,붉은 진주,54,05.21.,7.0
2026-24,붉은 진주,55,05.25.,7.3
2026-24,붉은 진주,56,05.26.,7.7
2026-24,붉은 진주,57,05.27.,7.1
2026-24,붉은 진주,58,05.28.,6.8
2026-24,붉은 진주,59,06.01.,7.2
2026-24,붉은 진주,60,06.02.,7.9
2026-24,붉은 진주,61,06.03.,6.1
2026-24,붉은 진주,62,06.04.,7.3
2026-24,첫 번째 남자,92,04.24.,4.9
2026-24,첫 번째 남자,93,04.27.,6.0
2026-24,첫 번째 남자,94,04.28.,5.6
2026-24,첫 번째 남자,95,04.29.,4.9
2026-24,첫 번째 남자,96,04.30.,5.5
2026-24,첫 번째 남자,97,05.01.,4.8
2026-24,첫 번째 남자,98,05.04.,4.8
2026-24,첫 번째 남자,99,05.05.,5.1
2026-24,첫 번째 남자,100,05.06.,4.8
2026-24,첫 번째 남자,101,05.07.,4.9
2026-24,첫 번째 남자,102,05.08.,4.5
2026-24,첫 번째 남자,103,05.11.,5.6
2026-24,첫 번째 남자,104,05.12.,4.9
2026-24,첫 번째 남자,105,05.13.,4.4
2026-24,첫 번째 남자,106,05.14.,5.1
2026-24,첫 번째 남자,107,05.15.,4.9
2026-24,첫 번째 남자,108,05.18.,5.1
2026-24,첫 번째 남자,109,05.19.,5.0
2026-24,첫 번째 남자,110,05.20.,5.5
2026-24,첫 번째 남자,111,05.21.,5.2
2026-24,첫 번째 남자,112,05.22.,4.5
2026-24,첫 번째 남자,113,05.25.,5.5
2026-24,첫 번째 남자,114,05.26.,5.2
2026-24,첫 번째 남자,115,05.27.,5.6
2026-24,첫 번째 남자,116,05.28.,5.4
2026-24,첫 번째 남자,117,05.29.,5.1
2026-24,첫 번째 남자,118,06.01.,5.6
2026-24,첫 번째 남자,119,06.02.,5.4
2026-24,첫 번째 남자,120,06.04.,5.4
2026-24,첫 번째 남자,121,06.05.,4.8
2026-24,오십프로,1,05.22.,4.4
2026-24,오십프로,2,05.23.,3.6
2026-24,오십프로,3,05.29.,5.5
2026-24,오십프로,4,05.30.,5.2
2026-24,오십프로,5,06.05.,4.8
2026-24,오십프로,6,06.06.,4.8
2026-24,신입사원 강회장,1,05.30.,3.7
2026-24,신입사원 강회장,2,05.31.,5.2
2026-24,신입사원 강회장,3,06.06.,6.7
2026-24,신입사원 강회장,4,06.07.,8.2
2026-24,닥터 섬보이,1,06.01.,4.0
2026-24,닥터 섬보이,2,06.02.,5.0
